date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:07	42234/42234	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jun%202025%2019:22:55%20GMT	https://focusly-template.webflow.io/home/2	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/home/2.html	(from https://focusly-template.webflow.io/)
19:18:07	40440/40440	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:45:17%20GMT	https://focusly-template.webflow.io/home/3	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/home/3.html	(from https://focusly-template.webflow.io/)
19:18:08	17207/17207	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:08%20GMT	https://focusly-template.webflow.io/works/2	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/works/2.html	(from https://focusly-template.webflow.io/)
19:18:09	17215/17215	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:09%20GMT	https://focusly-template.webflow.io/works/3	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/works/3.html	(from https://focusly-template.webflow.io/)
19:18:10	17261/17261	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:10%20GMT	https://focusly-template.webflow.io/contact/2	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/contact/2.html	(from https://focusly-template.webflow.io/)
19:18:10	44661/44661	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2005:03:57%20GMT	https://focusly-template.webflow.io/template/style-guide	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/template/style-guide.html	(from https://focusly-template.webflow.io/)
19:18:11	36198/36198	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:11%20GMT	https://focusly-template.webflow.io/template/licenses	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/template/licenses.html	(from https://focusly-template.webflow.io/)
19:18:12	9603/9603	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:11%20GMT	https://focusly-template.webflow.io/template/changelog	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/template/changelog.html	(from https://focusly-template.webflow.io/)
19:18:12	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=68264700ea161932bdd80da7	F:/My%20Web%20Sites/FOTOGRAFO/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8149e.js	(from https://focusly-template.webflow.io/)
19:18:12	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.36b8fb49256177c8.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.36b8fb49256177c8.js	(from https://focusly-template.webflow.io/)
19:18:12	320058/320058	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e3312f2d5b2fe0d5c2ab1ab4354ec68e%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.54412b9fc2a35eb9.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.54412b9fc2a35eb9.js	(from https://focusly-template.webflow.io/)
19:18:13	1830/1830	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fbf25aeabc84f9852f32d8be9a4eb6a4%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.35ca3d15.94db447e8d7ac337.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.35ca3d15.94db447e8d7ac337.js	(from https://focusly-template.webflow.io/)
19:18:13	493/493	---M--	200	added ('OK')	image/png	etag:%22d932226b7bb28977c0c3a17d15daf150%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/68264700ea161932bdd80e55_webflow-spacing-bg-final.png	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/68264700ea161932bdd80e55_webflow-spacing-bg-final.png	(from https://cdn.prod.website-files.com/68264700ea161932bdd80da7/css/focusly-template.webflow.shared.fdb4e2a9d.css)
19:18:14	10800/10800	---MCZ	200	added ('OK')	text/javascript	etag:W/%228bff1e843a5564a7225dd0d14a1cad46%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.9026f0ba.61f01ed2601931fa.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.9026f0ba.61f01ed2601931fa.js	(from https://focusly-template.webflow.io/contact/1)
19:18:14	392657/392657	---M--	200	added ('OK')	image/jpeg	etag:%22b0d9ad737003d8f877a52ac9573a9e0a%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/682e000ffc0c4d1b9e525e2a_Close-Up%20Knitwear%20Duo.jpeg	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/682e000ffc0c4d1b9e525e2a_Close-Up%20Knitwear%20Duo.jpg	(from https://focusly-template.webflow.io/process)
19:18:15	325156/325156	---MCZ	200	added ('OK')	text/javascript	etag:W/%227a13444dd0f9ab47a327488092868001%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.82f44582d86d1ea9.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.schunk.82f44582d86d1ea9.js	(from https://focusly-template.webflow.io/home/3)
19:18:15	17230/17230	---MCZ	200	added ('OK')	text/javascript	etag:W/%227c470b8478cf8064e7f73272c2d8a81e%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.df2ec2d2.e8690cee5ef74720.js	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/js/webflow.df2ec2d2.e8690cee5ef74720.js	(from https://focusly-template.webflow.io/home/3)
